REVIEW_TOTALS,REVIEW_SENTIMENT,AGGREGATION_DATE,MOM,DATE_SENTIMENT_ID
1,neutral,2010-06-28 00:00:00,,a0432193c99710134af9ae00d13d5ba0
1,neutral,2010-06-29 00:00:00,,dd797db13429d8c512a4d0c654b3831d
1,neutral,2010-07-11 00:00:00,,7522f85fb47f12ecfa850078bf6b38f3
1,neutral,2010-07-17 00:00:00,,4ca8b2fb24a34bc79ee5ab27bac628c8
1,neutral,2010-08-10 00:00:00,,a6e3bfb6fde09dbfc3c681ace695ba94
2,neutral,2010-08-17 00:00:00,,ea4e7b428f82a09c6131b6563bd30692
2,neutral,2010-08-19 00:00:00,,746cbcf32e3e4299b654ff705383cb8e
2,neutral,2010-08-20 00:00:00,,19d8b2b113b7904f2c71e2550e544786
2,neutral,2010-08-23 00:00:00,,132195593f07f02cf07564c599b1dd0f
2,neutral,2010-08-24 00:00:00,,bd491db2af87faac848e9808b8d0f97e
3,neutral,2010-09-04 00:00:00,,f614e73fc980eb0471e67d7871b18dac
3,neutral,2010-09-06 00:00:00,,209bbf42e6f1c063813c72de97f38c33
2,neutral,2010-09-14 00:00:00,,3b706324577f08f7953be1384feb6fd7
2,neutral,2010-09-16 00:00:00,,5519e0f881f6c41a7a465ebfe5490edf
2,neutral,2010-09-18 00:00:00,,a7e23ab6cd33ac48eb936f07b26fd522
2,neutral,2010-09-21 00:00:00,,cba27a34956aea944c15b432ddfe951a
2,neutral,2010-09-22 00:00:00,,48732dd11d49ac22469a42e6dbaa378c
3,neutral,2010-09-23 00:00:00,,f3b4a3666df84697611fc74f81c0fdcf
3,neutral,2010-09-24 00:00:00,,f13ebfeea61c34263c140ca0628fd4be
3,neutral,2010-09-25 00:00:00,,9db1fe1519aae3f9b207a1a13c59dff5
3,neutral,2010-09-27 00:00:00,,ee39cd5498a7a38dcf14bd976f740d78
3,neutral,2010-09-28 00:00:00,,602225471e8afef502087a591b4e3adb
3,neutral,2010-09-29 00:00:00,,bc8f50750a03a08cfceb8ae681b4c3de
3,neutral,2010-09-30 00:00:00,,a3a717024351e7ae9c1635d4261db4ab
3,neutral,2010-10-03 00:00:00,,a9f48f362023edcfd36683a12dee7057
2,neutral,2010-10-05 00:00:00,,b1eb885b44ea0ba8f70f9021a7e77d45
2,neutral,2010-10-06 00:00:00,,c11da541366b3333452ad47eda5338c0
2,neutral,2010-10-07 00:00:00,,95d238f101ab6e4f2dbb9307a5e00aef
2,neutral,2010-10-10 00:00:00,,b8502c5be2991455cbfad22925353ae2
2,neutral,2010-10-11 00:00:00,100.0,b5e22bf5be021f5d4c1e51da97b339a1
1,neutral,2010-10-20 00:00:00,0.0,0b289a3c0762dbc64835eaeaa34f4c86
1,neutral,2010-10-21 00:00:00,0.0,1862324bc59205787f88713a70876cc5
1,neutral,2010-11-12 00:00:00,0.0,18d84af37c58b6e02ca0f46fd875d43e
2,neutral,2010-11-20 00:00:00,100.0,5ddb975a9887d9d9c6050c633d0cba86
2,neutral,2010-11-23 00:00:00,0.0,a67ff8503b2f9c98e45063c2f49ead3a
2,neutral,2010-11-24 00:00:00,0.0,c4083f62c503e3aed6b1543baebb3f28
2,neutral,2010-11-26 00:00:00,0.0,afb3440b7b5fba7f2f046af640160ac4
3,neutral,2010-11-30 00:00:00,50.0,1d3e35fad35dff78817cbb5cd07c0446
3,neutral,2010-12-07 00:00:00,50.0,efce9354f8441ae5f4f05d439bdd2f33
2,neutral,2010-12-14 00:00:00,-33.33,00d4db4b3784037593854122f3bcdbd7
2,neutral,2010-12-21 00:00:00,-33.33,22042b980d5705c4d2babc3bbc579ebf
2,neutral,2010-12-23 00:00:00,0.0,1d4e2a1ce1b979b37c80109c3692903f
2,neutral,2010-12-29 00:00:00,0.0,1fe254ff10344f9875706a98394aa71b
1,neutral,2010-12-30 00:00:00,-50.0,a1a494d17c598c7e64b4eebb4aadb0d9
1,neutral,2010-12-31 00:00:00,-50.0,83e7dd7c00244d30f1c089800231b154
1,neutral,2011-01-02 00:00:00,-50.0,3ffa0b56e8f319c70dde3970b9470bc5
1,neutral,2011-01-03 00:00:00,-66.67,534c3fdf7c23825a09e5060d0a16a84c
1,neutral,2011-01-04 00:00:00,-66.67,10d210e484aecff6c372dce548c8b553
1,neutral,2011-01-06 00:00:00,-66.67,17f06cfb447af900f0e01e018390bae0
1,neutral,2011-01-12 00:00:00,-66.67,0d61fcbce6355975a6e7ec97e5684cc8
1,neutral,2011-01-17 00:00:00,-66.67,443f04e6d7431f14a717287d936a51bc
2,neutral,2011-01-18 00:00:00,-33.33,d093e53186bd427fb22e53d1b61c40c2
1,neutral,2011-01-21 00:00:00,-66.67,a823fd518d068d27d63e802cbb26d619
1,neutral,2011-01-28 00:00:00,-66.67,ebf9c3fa5d134385c36e742ef1f2855e
2,neutral,2011-01-30 00:00:00,0.0,113b74d85a78b5776921a1d22556cfdf
2,neutral,2011-01-31 00:00:00,0.0,19e12106b2bfc274fae40b7cec056862
2,neutral,2011-02-06 00:00:00,0.0,175142007f10dcc377957cb87dd60c89
3,neutral,2011-02-09 00:00:00,50.0,a818fdb0534d19b77c1cb819068e5613
3,neutral,2011-02-14 00:00:00,50.0,c40ab04d16eadd6fe0610dc2dd98afb3
3,neutral,2011-02-15 00:00:00,200.0,d168cefb400282cc18c3029267ffb3b5
3,neutral,2011-02-19 00:00:00,200.0,443ca2157b0bc5d3350191e75c18ec9e
3,neutral,2011-02-20 00:00:00,200.0,dd90ae7862dc7f00a5957f434632d4be
3,neutral,2011-02-26 00:00:00,50.0,2be22eaf9555e3e803303db72a6fba2a
3,neutral,2011-02-28 00:00:00,50.0,95ee3db51d33ee707db70c9524c5e8df
2,neutral,2011-03-01 00:00:00,0.0,d56b12913112eb1aea5908250eb4ab70
2,neutral,2011-03-07 00:00:00,0.0,a0bafe9048fc241ca6c05cadc11a9a14
2,neutral,2011-03-08 00:00:00,-33.33,fea924cb5ec14d515bb78508b3aa6c16
2,neutral,2011-03-12 00:00:00,-33.33,488b0ce69b7e59d99866602df2f1aefa
2,neutral,2011-03-14 00:00:00,0.0,e013da8bd291bea16db8c400b9eb9c90
2,neutral,2011-03-15 00:00:00,0.0,8d85be8acdfa6953557d1f73099d349f
2,neutral,2011-03-16 00:00:00,0.0,9fc28135956d498ecbb2ed4ee13960cc
1,neutral,2011-03-22 00:00:00,-50.0,0b13a550427337359357a413a3385acb
1,neutral,2011-03-27 00:00:00,0.0,ed526fa610803dea8c66dca662a42dd1
1,neutral,2011-03-29 00:00:00,0.0,570bf1ff9163f99d8025aeb143c24f96
1,neutral,2011-03-30 00:00:00,0.0,6048043e5d00412b29c7edcbc8394d2b
1,neutral,2011-04-04 00:00:00,0.0,5a61cbc3bb5e2c1a61d931cc9ab66291
1,neutral,2011-04-05 00:00:00,0.0,e616009552607bc330b33c8ee382cf54
2,neutral,2011-04-06 00:00:00,100.0,68c9143a076ed8107c961665123b655b
2,neutral,2011-04-09 00:00:00,100.0,f3e59623d396669cdb25a4587f4d8ab8
1,neutral,2011-04-11 00:00:00,0.0,f1a1a7d07eaaa1d7d0ef4a1bab2bc5bf
2,neutral,2011-04-14 00:00:00,0.0,fd3a90b0fa4edaa64e6349a2f76592fe
2,neutral,2011-04-18 00:00:00,100.0,aa966e1352dfe8dc09228a1595cd7eab
2,neutral,2011-04-21 00:00:00,100.0,67f917ca935b5ba72e063620767ea7b0
2,neutral,2011-04-22 00:00:00,0.0,b8a0e165b3ebafdd11cfab5dcd88a18e
2,neutral,2011-04-26 00:00:00,0.0,ad4b6d3626169254424107e6d4b2964d
3,neutral,2011-04-28 00:00:00,50.0,5de459efec06e19b3af200f369640301
3,neutral,2011-04-30 00:00:00,0.0,fc1f3e501e62d5406839d3b8e0a3099f
4,neutral,2011-05-01 00:00:00,33.33,d236c57ea1295881b6e64722df4aeb1e
4,neutral,2011-05-02 00:00:00,33.33,dbee4858093f94371f900a092654871b
5,neutral,2011-05-05 00:00:00,66.67,be03a0db87de99ed4e8aa62dc41d71f2
4,neutral,2011-05-08 00:00:00,33.33,ba24ff2614133ca46dabea0d920c1e54
4,neutral,2011-05-09 00:00:00,33.33,c29ed36e3f778aaeda4b5bca0b990038
4,neutral,2011-05-10 00:00:00,33.33,66a1b7b49e0a58165f216c892a1a09a9
3,neutral,2011-05-14 00:00:00,50.0,c7c4b754a0dfaa2eea65236bd7dc854d
3,neutral,2011-05-16 00:00:00,50.0,30702fc1a9b8b3810c638368b111906e
3,neutral,2011-05-17 00:00:00,50.0,fbdf1f1c4b773b87ff4f70c2794456a5
3,neutral,2011-05-18 00:00:00,50.0,3921bb98e4237bd5203c5e2b86e525be
3,neutral,2011-05-19 00:00:00,50.0,48bc1ec04b8753c05a25112ffd40e09a
4,neutral,2011-05-20 00:00:00,100.0,e563c237dd4afe353af59e3c336ea40a
4,neutral,2011-05-23 00:00:00,100.0,9a645adfa9e4077ae995a2961701b96b
4,neutral,2011-05-24 00:00:00,300.0,32ac12c8f20e0ed02683ec2d5d9ba18b
3,neutral,2011-05-28 00:00:00,200.0,042cadc647254ad2cd230f1fea95a73a
3,neutral,2011-05-30 00:00:00,200.0,f82f87716fc7dcde568558d91186c3e7
2,neutral,2011-05-31 00:00:00,100.0,510ce12e7d75859b5874db5850e6bf8e
3,neutral,2011-06-01 00:00:00,200.0,8f918820622b132391938c008a105ca9
4,neutral,2011-06-02 00:00:00,300.0,22f224af9dd684c8ecf223e482d5e372
3,neutral,2011-06-05 00:00:00,50.0,7cdd412993d065760711d5305e064177
3,neutral,2011-06-06 00:00:00,50.0,693cfd595031ad5d7e9144f51ac0554f
4,neutral,2011-06-07 00:00:00,300.0,9fac84f0a2b71ac19cf09228e1d8f649
5,neutral,2011-06-09 00:00:00,150.0,58c3be6a0965ed90ea4729efdf082547
5,neutral,2011-06-11 00:00:00,150.0,0dc96ea10194db93ed66ba9e7dfd5bb3
5,neutral,2011-06-12 00:00:00,150.0,8783009e68320879e9fd2b342ac2e102
5,neutral,2011-06-13 00:00:00,150.0,f5ba627187e57824c5171c5f6b357cdf
5,neutral,2011-06-14 00:00:00,150.0,3f87c745c7185b98507138d4edd2c399
5,neutral,2011-06-15 00:00:00,66.67,dbb717c3bde3caa1e0a62e9d43110d71
5,neutral,2011-06-17 00:00:00,66.67,1a49ddb0b2c6ee1f9b5b994057c685b7
5,neutral,2011-06-18 00:00:00,25.0,f33204f131ac734b7312e4057ab4b491
4,neutral,2011-06-19 00:00:00,0.0,1c7111e47e32d7ac408c5abd4b4ae9c5
4,neutral,2011-06-20 00:00:00,-20.0,36c1d06f00753d94ac0f849298169f80
5,neutral,2011-06-23 00:00:00,25.0,8a97bd04949055ea8844335790669db6
5,neutral,2011-06-24 00:00:00,25.0,fe62244076c7e53e498bb720e9467e71
5,neutral,2011-06-25 00:00:00,25.0,fee3bbc9a13250d5e5bfe85e7b4cf45a
5,neutral,2011-06-28 00:00:00,66.67,1cd6d440cf4541bf7a4cbb970c3cb1ad
5,neutral,2011-06-29 00:00:00,66.67,b7d51e2e81b298d03667fe456d847917
5,neutral,2011-06-30 00:00:00,66.67,58bd14763d067bcfaf4fed794ed8b939
4,neutral,2011-07-01 00:00:00,33.33,9ee8784dda58a9691a775c0273cc1e7c
3,neutral,2011-07-02 00:00:00,0.0,02c69259d77856f6d45fd5a134606494
3,neutral,2011-07-03 00:00:00,-25.0,0ef0e43fb231f7e73b97121435502031
4,neutral,2011-07-05 00:00:00,0.0,e40c2752f168062408d62d80a3460580
4,neutral,2011-07-06 00:00:00,0.0,ebac532775af8daa37aebaa7640014c6
2,neutral,2011-07-09 00:00:00,-33.33,32a9d7a658d463ce40de5ac0efc0ba8a
2,neutral,2011-07-11 00:00:00,-33.33,e1ce17dc65f251b1e850a2a1b86415ce
2,neutral,2011-07-12 00:00:00,0.0,20d91818538c6e957dc8a1b0891e2a79
3,neutral,2011-07-14 00:00:00,0.0,fd2df351877efc462e6d000f89dccd0b
3,neutral,2011-07-15 00:00:00,-25.0,5a75900bf4876e259a19f249affc701d
3,neutral,2011-07-20 00:00:00,0.0,f94f322fda2cc3269e7fc916d346e938
3,neutral,2011-07-21 00:00:00,0.0,b87c652362d62d924cc34aa816a55036
2,neutral,2011-07-23 00:00:00,-50.0,af392586d028980a4aec61dcc126764b
2,neutral,2011-07-24 00:00:00,-60.0,001b6eaf06abd0b9218d548db7fe6777
3,neutral,2011-07-25 00:00:00,-40.0,826281f429de64941650a01b12eeaf4a
3,neutral,2011-07-27 00:00:00,-40.0,8e68e9f3e4cfc12850226c7e8edff485
3,neutral,2011-07-30 00:00:00,-40.0,3e381bffb411fb48f609b40ed87d1fa4
3,neutral,2011-08-01 00:00:00,-40.0,a868000bc627c48781ac37c0ee6973a1
3,neutral,2011-08-02 00:00:00,-40.0,06d8073f086f2a4433d96bd0e703679a
2,neutral,2011-08-04 00:00:00,-60.0,9ef6cfa0569b55170bc45bd712a512f1
3,neutral,2011-08-07 00:00:00,-40.0,112d2c26d865d4ce654d549d88d2360b
3,neutral,2011-08-10 00:00:00,-25.0,347c4655cb1317464286dcffcaf84532
4,neutral,2011-08-12 00:00:00,0.0,dfb89d41e45d02acde44705bcc7f0959
5,neutral,2011-08-15 00:00:00,0.0,8e93fd526207b1eceab65fa5d7dfba80
5,neutral,2011-08-16 00:00:00,0.0,ae3efa951c9f6f35de08bd6a459a8a01
