project_id,project_name,number_of_open_tasks,number_of_assigned_open_tasks,number_of_tasks_completed,avg_close_time_days,avg_close_time_assigned_days,project_link,team_id,team_name,is_archived,created_at,current_status,due_date,last_modified_at,owner_user_id,users_involved,number_of_users_involved,sections,notes,is_public
"""339036947888916""",5c7fac1b9516ef9ff51cbc30a6292a80,0,0,0,,,"https://app.asana.com/0/""339036947888916""/""339036947888916""","""1130944552712711""",31ff7243543d02f6537c4a43a4a18ce5,false,2019-09-13 18:17:47,,,2019-09-21 22:37:42,"""2104505001945.0""",,1,,,
"""1123411555652103""",d3d4421c105c43597ec6bc36c21c7a05,0,0,0,,,"https://app.asana.com/0/""1123411555652103""/""1123411555652103""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2019-05-16 16:15:08,,,2019-05-16 16:15:10,"""2349446254454.0""",,1,,,
"""994480050688368""",ea50dd49e3f04fc0b08874465c0568ed,0,0,0,,,"https://app.asana.com/0/""994480050688368""/""994480050688368""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2019-01-17 18:17:50,,,2019-09-21 22:27:55,"""2349446254454.0""",,1,,,
"""339036947888918""",44426ab2d0738bb56fec785a43de6e62,0,0,0,,,"https://app.asana.com/0/""339036947888918""/""339036947888918""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2017-05-10 18:58:18,,,2019-09-21 22:27:28,"""2349446254454.0""",,1,,,
"""339014487764325""",72d7ec4b0127c0b11876d57b054b1201,0,0,0,,,"https://app.asana.com/0/""339014487764325""/""339014487764325""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2017-05-10 17:07:21,,,2019-09-21 22:27:08,"""2349446254454.0""",,1,,,
"""339036947888913""",780efbde414f524f93e38332db3cc32d,0,0,0,,,"https://app.asana.com/0/""339036947888913""/""339036947888913""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2017-05-10 18:30:46,,,2019-09-21 22:27:17,"""2349446254454.0""",,1,,,
"""339282757803825""",f32c3edaacea72c0ddb30ecf0135c4de,0,0,0,,,"https://app.asana.com/0/""339282757803825""/""339282757803825""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2017-05-10 22:25:19,,,2019-09-21 22:27:21,"""2349446254454.0""",,1,,,
"""338932209783787""",f5e81e2cb4be3ae9d39fffc68d8af82c,0,0,0,,,"https://app.asana.com/0/""338932209783787""/""338932209783787""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2017-05-10 16:44:24,,,2019-09-21 22:27:15,"""2349446254454.0""",,1,,,
"""1119233841877068""",df021e8d790008ba29b535b898402cd0,0,0,0,,,"https://app.asana.com/0/""1119233841877068""/""1119233841877068""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2019-04-18 14:25:19,,,2019-04-18 14:25:21,"""2349446254454.0""",,1,,,
"""1103976536247089""",678884011246bebab096ff8b65f1b541,0,0,0,,,"https://app.asana.com/0/""1103976536247089""/""1103976536247089""","""2527546068509""",a7ace9d7b0d52558c00f7540af56ed57,false,2019-01-28 06:14:18,,,2019-09-21 22:27:55,"""2349446254454.0""",,1,,,
"""1133789517942526""",d704501c4aadd255aa9245d2c926529d,0,0,0,,,"https://app.asana.com/0/""1133789517942526""/""1133789517942526""","""1109585467162456""",7cb15e416d62919b1b40298324fbe30b,false,2019-07-31 20:35:29,,2019-09-11 00:00:00,2020-02-27 17:26:23,"""338984235816349.0""",,1,,d41d8cd98f00b204e9800998ecf8427e,
"""1127687633259843""",d704501c4aadd255aa9245d2c926529d,0,0,0,,,"https://app.asana.com/0/""1127687633259843""/""1127687633259843""","""1109585467162456""",7cb15e416d62919b1b40298324fbe30b,false,2019-06-19 05:04:03,,,2020-02-27 17:26:22,"""338984235816349.0""",,1,,,
"""1138337102495418""",d704501c4aadd255aa9245d2c926529d,0,0,0,,,"https://app.asana.com/0/""1138337102495418""/""1138337102495418""","""1109585467162456""",7cb15e416d62919b1b40298324fbe30b,false,2019-09-04 00:06:05,752e3db7344085cd1bdb19f63d241ca8,,2020-02-27 17:26:29,"""338984235816349.0""",,1,,ccf334d79abdfd11da2d0cba23fb1108,
"""1142815262788834""",75f4eda5755b226c07bdd5ef96624733,0,0,0,,,"https://app.asana.com/0/""1142815262788834""/""1142815262788834""","""1109585467162456""",7cb15e416d62919b1b40298324fbe30b,false,2019-10-02 16:02:54,,,2020-02-27 17:26:31,,,0,,,
"""339036947888917""",3a704e169290367034b7a33b86a6c894,0,0,0,,,"https://app.asana.com/0/""339036947888917""/""339036947888917""","""1109585467162456""",7cb15e416d62919b1b40298324fbe30b,false,2019-09-18 17:03:10,,,2020-02-27 17:25:56,,,0,,,
"""1135568818569273""",35a0789351b1e8bea1efce4b7e1b6d58,0,0,0,,,"https://app.asana.com/0/""1135568818569273""/""1135568818569273""","""1109585467162456""",7cb15e416d62919b1b40298324fbe30b,false,2019-08-14 04:26:19,,,2020-02-27 17:26:24,,,0,,f2872ac60b5baf3040b01ae77f699889,
